stop,name_en,name_tc,name_sc,lat,long,data_timestamp
65B934D14EA190F1,"HEEP WOH PRIMARY SCHOOL, MOKO (MK750)","協和小學, MOKO (MK750)","协和小学, MOKO (MK750)",22.324613,114.172570,
F7CAA2D4FF9D61F7,"PRINCE EDWARD STATION, FLOWER MARKET (MK751)","太子站, 旺角花墟 (MK751)","太子站, 旺角花墟 (MK751)",22.324126,114.169855,
6AB438AD3AE100DD,NELSON STREET MONG KOK (MK515),旺角奶路臣街 (MK515),旺角奶路臣街 (MK515),22.318603,114.169603,
456320D47FFB5B1A,SOY STREET MONG KOK (MK523),旺角豉油街 (MK523),旺角豉油街 (MK523),22.316174,114.170140,
5EEA801CA265E5C1,WING SING LANE YAU MA TEI (YT542),油麻地永星里 (YT542),油麻地永星里 (YT542),22.311527,114.171044,
5241470E37FA628F,CHEONG LOK STREET YAU MA TEI (YT552),油麻地長樂街 (YT552),油麻地长乐街 (YT552),22.306710,114.171641,
A6AED77D365E7011,TAK SHING STREET TSIM SHA TSUI (YT555),尖沙咀德成街 (YT555),尖沙咀德成街 (YT555),22.304530,114.171826,
1DEB855D55528B03,"CAMERON ROAD, KOWLOON MOSQUE (YT560)","金馬倫道,清真寺 (YT560)","金马伦道,清真寺 (YT560)",22.298979,114.172114,
11A1269F9B78F269,TSIM SHA TSUI BBI - MIDDLE ROAD (YT562),尖沙咀轉車站 - 中間道 (YT562),尖沙咀转车站 - 中间道 (YT562),22.295877,114.172442,
E507F6160447C129,HONG KONG CULTURAL CENTRE (YT634),香港文化中心 (YT634),香港文化中心 (YT634),22.294519,114.171217,
C88E34E485B43EFB,"STAR FERRY, HARBOUR CITY (YT912)","尖沙咀碼頭,海港城 (YT912)","尖沙咀码头,海港城 (YT912)",22.294304,114.169112,
AB057A63C24E990E,TSIM SHA TSUI BBI - MIDDLE ROAD (YT102),尖沙咀轉車站 - 中間道 (YT102),尖沙咀转车站 - 中间道 (YT102),22.296050,114.172172,
2946BA6CACA326DF,KIMBERLEY ROAD (YT111),金巴利道 (YT111),金巴利道 (YT111),22.300018,114.171904,
6C34AE386C779E0B,"BOWRING STREET, PRUDENTIAL CENTRE (YT121)","寶靈街,恆豐中心 (YT121)","宝灵街,恒丰中心 (YT121)",22.304695,114.171587,
3C9C928E1674AB98,KOWLOON CENTRAL POST OFFICE (YT135),九龍中央郵政局 (YT135),九龙中央邮政局 (YT135),22.309296,114.171138,
775FC7E2B86C4E3F,MAN MING LANE YAU MA TEI (YT139),油麻地文明里 (YT139),油麻地文明里 (YT139),22.311068,114.170860,
01A56227D21AFB04,"CHEUNG SHA STREET MONG KOK, SINO CENTRE (MK161)","旺角長沙街,信和中心 (MK161)","旺角长沙街,信和中心 (MK161)",22.315797,114.169950,
221A18C37331E6FD,NELSON STREET MONG KOK (MK174),旺角奶路臣街 (MK174),旺角奶路臣街 (MK174),22.318521,114.169408,
3C50188583DABFC8,"HK & KLN CHIU CHOW SCHOOL, SAI YEE ST (MK350)",港九潮州公學 洗衣街 (MK350),港九潮州公学 洗衣街 (MK350),22.321874,114.171093,
EA59A314ABB9386E,"QUEEN ELIZABETH SCHOOL, SAI YEE ST (MK351)",伊利沙伯中學 洗衣街 (MK351),伊利沙伯中学 洗衣街 (MK351),22.323508,114.170771,
1D70AD74F1C97404,"PRINCE EDWARD STATION, MONG KOK POLICE STATION","太子站, 旺角警署 (MK356)","太子站, 旺角警署 (MK356)",22.324645,114.169348,
6045969736940272,FA HUI PARK (MK234),花墟公園 (MK234),花墟公园 (MK234),22.326866,114.173105,
F851B0B122F38CCC,CARITAS DORMITORY PRINCE EDWARD (KC240),明愛太子宿舍 (KC240),明爱太子宿舍 (KC240),22.326955,114.176894,
C4F65410A7A2E8B6,LA SALLE PRIMARY SCHOOL (KC243),喇沙小學 (KC243),喇沙小学 (KC243),22.327132,114.180671,
1E58DF8CAD59712E,ST. TERESA'S HOSPITAL (KC245),聖德肋撒醫院 (KC245),圣德肋撒医院 (KC245),22.327382,114.185584,
FD45CEE7D2E4A9BF,NGA TSIN WAI ROAD (KC560),衙前圍道 (KC560),衙前围道 (KC560),22.328490,114.186330,
C6F9EC39B9F09F32,DUMBARTON ROAD (KC561),東寶庭道 (KC561),东宝庭道 (KC561),22.330563,114.186481,
0021600EF3DBEF94,KOWLOON WALLED CITY PARK (WT115),九龍寨城公園 (WT115),九龙寨城公园 (WT115),22.332460,114.188921,
26DE86F5E667C410,MEI TUNG HOUSE (WT116),美東樓 (WT116),美东楼 (WT116),22.333067,114.190213,
B8626845E031C9CF,MORSE PARK OPEN-AIR THEATRE (WT117),摩士露天劇場 (WT117),摩士露天剧场 (WT117),22.336181,114.191437,
E1EAFF3759608D41,HONG KEUNG COURT (WT431),康強苑 (WT431),康强苑 (WT431),22.337390,114.190305,
F2794804DD8799B4,WANG YIP HOUSE (WT432),宏業樓 (WT432),宏业楼 (WT432),22.340330,114.189207,
CEACD1DF9F00EF44,TIN WANG COURT (WT145),天宏苑 (WT145),天宏苑 (WT145),22.344413,114.187669,
6E410E80F8C9915B,RAINBOW PRIMARY SCHOOL (WT150),天虹小學 (WT150),天虹小学 (WT150),22.345294,114.189927,
A3ADFCDF8487ADB9,SAU MAU PING (CENTRAL) (KT975),中秀茂坪 (KT975),中秀茂坪 (KT975),22.318856,114.231353,
6F106FD26B684372,SAU ON HOUSE (KT390),秀安樓 (KT390),秀安楼 (KT390),22.316738,114.233354,
26305AF62FBEE2BC,SAU MING HOUSE (KT393),秀明樓 (KT393),秀明楼 (KT393),22.315095,114.234630,
A8CE52F4450FE939,LEUNG SHEK CHEE COLLEGE (KT512),梁式芝書院 (KT512),梁式芝书院 (KT512),22.315549,114.232908,
41E81A921D79F375,HIU LAI COURT (KT513),曉麗苑 (KT513),晓丽苑 (KT513),22.318714,114.229840,
04B6438688E12AC0,CHEUNG WO COURT (KT533),祥和苑 (KT533),祥和苑 (KT533),22.319803,114.227405,
AE2A9F719AB5E353,WO LOK ESTATE (KT537),和樂邨 (KT537),和乐邨 (KT537),22.317004,114.226686,
B7773ED8D2FC08E5,YUE MAN SQUARE (KT557),裕民坊 (KT557),裕民坊 (KT557),22.313816,114.224041,
B9560CB9F6044374,KWUN TONG BBI - MILLENNIUM CITY (KT637),觀塘轉車站 - 創紀之城 (KT637),观塘转车站 - 创纪之城 (KT637),22.313895,114.221908,
7380707A36C032B9,"TING FU STREET, KWUN TONG (KT646)",觀塘定富街 (KT646),观塘定富街 (KT646),22.316142,114.216218,
52AE04E9C3E77BE1,LOWER NGAU TAU KOK ESTATE (KT654),牛頭角下邨 (KT654),牛头角下邨 (KT654),22.320039,114.214468,
C2AA10A9751D3692,TELFORD GARDENS (KT659),德福花園 (KT659),德福花园 (KT659),22.322128,114.214269,
8570495BD7C63C02,KOWLOON BAY  STATION (KT671),九龍灣站 (KT671),九龙湾站 (KT671),22.324805,114.214033,
0A87C29A2B460C96,KAI YIP ESTATE (KT683),啟業邨 (KT683),启业邨 (KT683),22.330394,114.209803,
ED5554C57CF0061C,RICHLAND GARDENS (WT692),麗晶花園 (WT692),丽晶花园 (WT692),22.332530,114.206872,
4D9419874306D82F,RHYTHM GARDEN (WT695),采頤花園 (WT695),采颐花园 (WT695),22.334909,114.201967,
D625B0997C3DBCFE,THE LATITUDE (WT698),譽．港灣 (WT698),誉．港湾 (WT698),22.332000,114.196917,
904DEAF7441E3BB8,KOWLOON CITY BBI - REGAL ORIENTAL HOTEL (KC709),九龍城轉車站-富豪東方酒店,九龙城转车站-富豪东方酒店,22.327305,114.190821,
3161D898CD89AA38,HAU WONG ROAD (KC735),侯王道 (KC735),侯王道 (KC735),22.327437,114.188845,
DCFF4041D0C0ACF8,"STAR FERRY, HARBOUR CITY (YT901)","尖沙咀碼頭,海港城 (YT901)","尖沙咀码头,海港城 (YT901)",22.293816,114.168797,
8D804CFD9C7B9042,"STAR FERRY, HARBOUR CITY (YT915)","尖沙咀碼頭,海港城 (YT915)","尖沙咀码头,海港城 (YT915)",22.294321,114.169189,
AB0E13408BFA1055,"PRINCE EDWARD STATION, MONG KOK POLICE STATION","太子站, 旺角警署 (MK357)","太子站, 旺角警署 (MK357)",22.324645,114.169348,
2FA93329F924968F,BEVERLY VILLAS (KC244),碧華花園 (KC244),碧华花园 (KC244),22.327265,114.182745,
12B08A64756B780B,HAU WONG ROAD (KC253),侯王道 (KC253),侯王道 (KC253),22.327760,114.188940,
0AB522DFFCD4CD4F,KOWLOON CITY BBI - REGAL ORIENTAL HOTEL (KC285),九龍城轉車站-富豪東方酒店,九龙城转车站-富豪东方酒店,22.329126,114.192519,
7210357910C44570,THE LATITUDE (WT297),譽．港灣 (WT297),誉．港湾 (WT297),22.333055,114.196691,
A1C65E46464147A0,RHYTHM GARDEN (WT302),采頤花園 (WT302),采颐花园 (WT302),22.335085,114.201694,
100E6F60BAC1BDEB,PING SHEK ESTATE (WT307),坪石邨 (WT307),坪石邨 (WT307),22.333185,114.207227,
23AF5995FEBCA8E6,KAI YIP ESTATE (KT314),啟業邨 (KT314),启业邨 (KT314),22.330675,114.210388,
8C09B3648DCDAF3C,KOWLOON BAY STATION (EKCC) (KT318),九龍灣站(東九文化中心) (KT318),九龙湾站(东九文化中心) (KT318),22.325547,114.214339,
D530D698BC181839,LOWER NGAU TAU KOK ESTATE (KT324),牛頭角下邨 (KT324),牛头角下邨 (KT324),22.321874,114.214633,
4D3C6D74F6AE8C7D,KWUN TONG ROAD SITTING-OUT AREA (KT331),觀塘道休憩處 (KT331),观塘道休憩处 (KT331),22.317953,114.215055,
9627881F2180C5AB,MILLENNIUM CITY (KT342),創紀之城 (KT342),创纪之城 (KT342),22.314414,114.221390,
2437897A21642D85,KWUN TONG BBI-KWUN TONG TOWN CENTRE (KT350),觀塘轉車站-觀塘市中心 (KT350),观塘转车站-观塘市中心 (KT350),22.313063,114.224870,
17A8BC1197F76422,WO LOK ESTATE (KT256),和樂邨 (KT256),和乐邨 (KT256),22.316165,114.226172,
D3FEF85E4DAEEE4E,SAU NGA ROAD PLAYGROUND (KT285),秀雅道遊樂場 (KT285),秀雅道游乐场 (KT285),22.320222,114.228251,
C3201264CC8E5C5D,HIU LAI COURT (KT286),曉麗苑 (KT286),晓丽苑 (KT286),22.319078,114.229349,
C8830886D41FB5FA,HIU KWONG STREET RECREATION GROUND (KT287),曉光街遊樂場 (KT287),晓光街游乐场 (KT287),22.317021,114.231554,
D9ABBD996944C4D3,LEUNG SHEK CHEE COLLEGE (KT288),梁式芝書院 (KT288),梁式芝书院 (KT288),22.314896,114.233811,
D17050E8964504BB,SAU MING HOUSE (KT519),秀明樓 (KT519),秀明楼 (KT519),22.315934,114.233922,
04DDF4F7F1C74876,SAU FU HOUSE (KT520),秀富樓 (KT520),秀富楼 (KT520),22.317096,114.232170,
5E2EC7476D55E0BA,"STAR FERRY, HARBOUR CITY (YT911)","尖沙咀碼頭,海港城 (YT911)","尖沙咀码头,海港城 (YT911)",22.294304,114.169112,
68106C827BF891AB,KOWLOON MOSQUE (YT108),九龍清真寺 (YT108),九龙清真寺 (YT108),22.298819,114.171954,
20D0C9CBE2BC9451,"BOWRING STREET, PRUDENTIAL CENTRE (YT120)","寶靈街, 恆豐中心 (YT120)","宝灵街, 恒丰中心 (YT120)",22.304634,114.171578,
EBB057754E3423CE,"NANKING STREET,JORDAN STATION (YT124)","南京街,佐敦站 (YT124)","南京街,佐敦站 (YT124)",22.306382,114.171414,
A8E63F70F386C05A,MAN MING LANE YAU MA TEI (YT143),油麻地文明里 (YT143),油麻地文明里 (YT143),22.311527,114.170785,
E173F2DA030C6AAB,PITT STREET YAU MA TEI (YT148),油麻地碧街 (YT148),油麻地碧街 (YT148),22.314146,114.170265,
6E2A7A2CD29F9216,NELSON STREET MONG KOK (MK169),旺角奶路臣街 (MK169),旺角奶路臣街 (MK169),22.317813,114.169549,
30FEA8A7071EDE48,"BUTE STREET, PIONEER CENTRE (MK181)","弼街,始創中心 (MK181)","弼街,始创中心 (MK181)",22.321778,114.168699,
557B9185722A07DB,TONG MI ROAD MONG KOK (MK306),旺角塘尾道 (MK306),旺角塘尾道 (MK306),22.324403,114.165727,
DBAAC5A97DAFD138,SHEK KIP MEI STREET (SS311),石硤尾街 (SS311),石硖尾街 (SS311),22.326937,114.162385,
6A6E44D4207221C1,KWEILIN STREET SHAM SHUI PO (SS312),深水埗桂林街 (SS312),深水埗桂林街 (SS312),22.328589,114.160248,
6156B488BEB726C6,SHAM SHUI PO PARK (SS313),深水埗公園 (SS313),深水埗公园 (SS313),22.330675,114.157715,
A8762A74241E8027,LAI KOK ESTATE (SS680),麗閣邨 (SS680),丽阁邨 (SS680),22.333118,114.155983,
667FDF4DEF4D2BAE,CHEUNG SHA WAN STATION (SS681),長沙灣站 (SS681),长沙湾站 (SS681),22.335413,114.157855,
63B3694BF40FBEC6,PO HEI COURT (SS685),寶熙苑 (SS685),宝熙苑 (SS685),22.337426,114.159322,
F54744E6F5CDBC1A,"BEGONIA HOUSE, SO UK ESTATE (SS690)",蘇屋邨海棠樓 (SS690),苏屋邨海棠楼 (SS690),22.340113,114.157544,
7605CC9BA97A5F61,CHEUNG SHA WAN (SO UK ESTATE) BUS TERMINUS (SS940),長沙灣(蘇屋邨)巴士總站 (SS940),长沙湾(苏屋邨)巴士总站 (SS940),22.341085,114.158665,
1B710D8F35AF94E7,KEI OI PRIMARY SCHOOL (SS255),基愛小學 (SS255),基爱小学 (SS255),22.339400,114.160575,
76D5C1E2B23E8743,TONKIN STREET (SS260),東京街 (SS260),东京街 (SS260),22.336993,114.159665,
587ACF2E1135D8B6,CHEUNG SHA WAN STATION (SS261),長沙灣站 (SS261),长沙湾站 (SS261),22.335046,114.157997,
E3B464760B6ADF30,LAI KOK ESTATE (SS262),麗閣邨 (SS262),丽阁邨 (SS262),22.333467,114.156602,
ADA4B4F4B604885B,LAI LO HOUSE LAI KOK ESTATE (SS633),麗閣邨麗蘿樓 (SS633),丽阁邨丽萝楼 (SS633),22.331656,114.156667,
2CAFD3D60CAA7F5B,PEI HO STREET SHAM SHUI PO (SS637),深水埗北河街 (SS637),深水埗北河街 (SS637),22.328783,114.160429,
B577AC1835FA7995,SHEK KIP MEI STREET (SS641),石硤尾街 (SS641),石硖尾街 (SS641),22.327234,114.162427,
2F4939964761E1FF,POPLAR STREET SHAM SHUI PO (SS645),深水埗白楊街 (SS645),深水埗白杨街 (SS645),22.324793,114.165560,
1030A4E612B75901,ARRAN STREET MONG KOK (MK651),旺角鴉蘭街 (MK651),旺角鸦兰街 (MK651),22.323315,114.167469,
36AABE317D2F7A0B,PITT STREET YAU MA TEI (YT539),油麻地碧街 (YT539),油麻地碧街 (YT539),22.313592,114.170657,
BA95025DE2FB9878,LOK WAH BUS TERMINUS (KT866),樂華總站 (KT866),乐华总站 (KT866),22.320944,114.220499,
C9F3531BB5050372,LOK NGA COURT (KT546),樂雅苑 (KT546),乐雅苑 (KT546),22.321831,114.220956,
F140654A12BA066A,NGAU TAU KOK BUS TERMINUS (KT956),牛頭角總站 (KT956),牛头角总站 (KT956),22.323044,114.216814,
44DE41D495197976,AMOY GARDENS (KT697),淘大花園 (KT697),淘大花园 (KT697),22.324482,114.215384,
E9468D2AE13C3F39,KOWLOON CITY BBI - REGAL ORIENTAL HOTEL (KC706),九龍城轉車站-富豪東方酒店,九龙城转车站-富豪东方酒店,22.327473,114.191106,
EC45A4372B661DDE,ARGYLE STREET PLAYGROUND (KC606),亞皆老街球場 (KC606),亚皆老街球场 (KC606),22.326589,114.188776,
D7EDDEA5A942843B,KOWLOON CITY POLICE STATION (KC607),九龍城警署 (KC607),九龙城警署 (KC607),22.324574,114.185031,
A7F679945ED1DB31,THE ASTRID (KC608),雅麗居 (KC608),雅丽居 (KC608),22.323148,114.182050,
88DF3B36087267EB,KOWLOON HOSPITAL (KC610),九龍醫院 (KC610),九龙医院 (KC610),22.321766,114.179182,
8C44D48B9BAAB774,YEE ON COURT (KC612),怡安閣 (KC612),怡安阁 (KC612),22.320458,114.176111,
300D1812E3A085C3,PEACE AVENUE (KC615),太平道 (KC615),太平道 (KC615),22.319953,114.173591,
71429CEA8EA90958,MONG KOK STATION (MK621),旺角站 (MK621),旺角站 (MK621),22.319454,114.170828,
325D8BC721F823F1,TOMB PARK (SS682),古墓公園 (SS682),古墓公园 (SS682),22.337790,114.160062,
111216E506D8E575,"LAI YEUNG HOUSE, LEI CHENG UK ESTATE (SS695)",李鄭屋邨禮讓樓 (SS695),李郑屋邨礼让楼 (SS695),22.339749,114.159979,
27809B866B307D24,JOCKEY CLUB CLINIC CHEUNG SHA WAN (SS696),長沙灣賽馬會診療所 (SS696),长沙湾赛马会诊疗所 (SS696),22.340717,114.158592,
FC29C8A636233BB4,AZALEA HOUSE SO UK ESTATE (SS686),蘇屋邨杜鵑樓 (SS686),苏屋邨杜鹃楼 (SS686),22.339536,114.156628,
D355B700FF30B3D7,HING WAH STREET CHEUNG SHA WAN (SS229),長沙灣興華街 (SS229),长沙湾兴华街 (SS229),22.337744,114.152954,
6188A6666E298598,CHEUNG LAI STREET CHEUNG SHA WAN (SS246A),長沙灣長荔街 (SS246A),长沙湾长荔街 (SS246A),22.336684,114.146749,
3B68D3389F83FE39,MEI FOO BUS TERMINUS (SS991),美孚巴士總站 (SS991),美孚巴士总站 (SS991),22.337253,114.139988,
ACA7282A66D0A29B,TAI NAN WEST STREET (SS630),大南西街 (SS630),大南西街 (SS630),22.336102,114.149431,
0C44BAE327DB4A8A,YU CHAU WEST STREET (SS514),汝州西街 (SS514),汝州西街 (SS514),22.338965,114.149766,
2B0183A25DA19AE3,KWONG CHEUNG STREET (SS518),光昌街 (SS518),光昌街 (SS518),22.339349,114.150865,
70AED81BA5AE0B49,CHEUNG WAH STREET (SS523),昌華街 (SS523),昌华街 (SS523),22.339842,114.154686,
8F5CC6D12F796BC0,AZALEA HOUSE SO UK ESTATE (SS296),蘇屋邨杜鵑樓 (SS296),苏屋邨杜鹃楼 (SS296),22.339640,114.156695,
310E4FE9B7419F88,LEI CHENG UK SHOPPING CENTRE (SS297),李鄭屋商場 (SS297),李郑屋商场 (SS297),22.338358,114.158329,
9364661BEAC5B8D0,PEI HO STREET SHAM SHUI PO (SS638),深水埗北河街 (SS638),深水埗北河街 (SS638),22.328543,114.160750,
8D386F5D210C3439,SHEK KIP MEI STREET (SS642),石硤尾街 (SS642),石硖尾街 (SS642),22.327142,114.162550,
BD06457129045F1D,MONG KOK STATION (MK372),旺角站 (MK372),旺角站 (MK372),22.319696,114.170788,
A72D15160CC3AF31,CLP POWER ARGYLE STREET (KC377),亞皆老街中電 (KC377),亚皆老街中电 (KC377),22.320532,114.175816,
8D5C58075D3C1003,KOWLOON HOSPITAL (KC380),九龍醫院 (KC380),九龙医院 (KC380),22.322801,114.180560,
B0DDF2CD704116C8,HOSPITAL AUTHORITY BUILDING (KC381),醫院管理局 (KC381),医院管理局 (KC381),22.323790,114.182797,
6C1DEF32B8CB92C4,HONG KONG EYE HOSPITAL (KC382),香港眼科醫院 (KC382),香港眼科医院 (KC382),22.324908,114.184866,
161B32AD4C6996AD,EVANGEL HOSPITAL (KC384),播道醫院 (KC384),播道医院 (KC384),22.326104,114.187300,
6965D1D655C2DD5F,ARGYLE STREET PLAYGROUND (KC385),亞皆老街球場 (KC385),亚皆老街球场 (KC385),22.327009,114.188955,
E99D3F96A9F7B5EB,KOWLOON CITY BBI - REGAL ORIENTAL HOTEL (KC284),九龍城轉車站-富豪東方酒店,九龙城转车站-富豪东方酒店,22.328723,114.192106,
3D717F0365D5505B,KING TAI STREET (WT300),景泰街 (WT300),景泰街 (WT300),22.334279,114.199287,
F60097D67F33DC0C,KAI YIP ESTATE (KT313),啟業邨 (KT313),启业邨 (KT313),22.330767,114.210263,
5B49CF04EAB59906,AMOY GARDENS (KT376),淘大花園 (KT376),淘大花园 (KT376),22.324215,114.215869,
921C19F6147C74A6,CHUN WAH COURT (KT304),振華苑 (KT304),振华苑 (KT304),22.322426,114.218357,
47C3597662B81B47,LOK NGA COURT (KT305),樂雅苑 (KT305),乐雅苑 (KT305),22.322730,114.220872,
785985F99EE00AE4,CHUK YUEN ESTATE BUS TERMINUS (WT911),竹園邨巴士總站 (WT911),竹园邨巴士总站 (WT911),22.345524,114.192199,
2C1366DA10099003,RAINBOW PRIMARY SCHOOL (WT419),天虹小學 (WT419),天虹小学 (WT419),22.345145,114.189677,
74C71F2AE4947E5D,WANG YIP HOUSE (WT440),宏業樓 (WT440),宏业楼 (WT440),22.340529,114.188797,
968575D69434DBB8,WANG FU HOUSE (WT442),宏富樓 (WT442),宏富楼 (WT442),22.340583,114.186556,
210CF8389F782535,H.K. BAPTIST UNIVERSITY (KC225),香港浸會大學 (KC225),香港浸会大学 (KC225),22.339108,114.182487,
6652A2FE695AD8C2,KENT ROAD (KC577),根德道 (KC577),根德道 (KC577),22.339922,114.176677,
9B3566445BDAD548,SHEK KIP MEI PARK (SS581),石硤尾公園 (SS581),石硖尾公园 (SS581),22.339246,114.171103,
A8E94E7F793372BD,CHAK YAN CENTRE (SS582),則仁中心 (SS582),则仁中心 (SS582),22.339781,114.167522,
E275C17540BCEF37,SHEK KIP MEI FIRE STATION (SS586),石硤尾消防局 (SS586),石硖尾消防局 (SS586),22.338696,114.167401,
6D1087ACF14C15A9,SHUI TIN HOUSE PAK TIN ESTATE (SS587),白田邨瑞田樓 (SS587),白田邨瑞田楼 (SS587),22.335930,114.169080,
46ABE64DB9C82DDF,WONG TAI SHAN MEMORIAL COLLEGE (SS588),黃棣珊紀念中學 (SS588),黄棣珊纪念中学 (SS588),22.334730,114.168440,
9F914539576C53A5,SHEK KIP MEI SHOPPING CENTRE (SS591),石硤尾商場 (SS591),石硖尾商场 (SS591),22.332023,114.166014,
9215DDE04780BDC3,SHAM SHUI PO POST OFFICE (SS168),深水埗郵政局 (SS168),深水埗邮政局 (SS168),22.331958,114.163579,
064E5D9FE6973F23,CAMP STREET (SS169),營盤街 (SS169),营盘街 (SS169),22.334154,114.160755,
E766002A5624AFB6,WING LUNG STREET (SS172),永隆街 (SS172),永隆街 (SS172),22.336401,114.157818,
7430D83B73E26B7C,UN CHAU SHOPPING CENTRE (SS174),元州商場 (SS174),元州商场 (SS174),22.337732,114.156102,
0CE37125BC509E5D,CHEUNG SHA WAN PATH (SS232),長沙灣徑 (SS232),长沙湾径 (SS232),22.338203,114.151281,
B6ECF261EB79418C,CHEUNG LAI STREET CHEUNG SHA WAN (SS247),長沙灣長荔街 (SS247),长沙湾长荔街 (SS247),22.336684,114.146749,
2C1F7467E446B212,CHEUNG SHA WAN BUS TERMINUS (SS963),長沙灣巴士總站 (SS963),长沙湾巴士总站 (SS963),22.337071,114.148586,
80F5C6317F17C099,KWONG CHEUNG STREET (SS517),光昌街 (SS517),光昌街 (SS517),22.339322,114.150789,
C9261749DE3F7FEF,CHEUNG WAH STREET (SS522),昌華街 (SS522),昌华街 (SS522),22.339902,114.154486,
5B5ABCFBD1F60FEC,WING LUNG STREET (SS529),永隆街 (SS529),永隆街 (SS529),22.337757,114.157378,
0FC0EE0AEA556A4C,PRATAS STREET (SS536),東沙島街 (SS536),东沙岛街 (SS536),22.336247,114.159317,
251112E838705DCD,KIU KIANG STREET (SS542),九江街 (SS542),九江街 (SS542),22.334718,114.161294,
229C618DE131245A,MEI SANG HOUSE SHEK KIP MEI ESTATE (SS135),石硤尾邨美笙樓 (SS135),石硖尾邨美笙楼 (SS135),22.333562,114.165756,
414700CC27B0F9DC,MEI SHING HOUSE SHEK KIP MEI ESTATE (SS106),石硤尾邨美盛樓 (SS106),石硖尾邨美盛楼 (SS106),22.333340,114.166865,
43BFFB46B4D209FC,SHUI TIN HOUSE PAK TIN ESTATE (SS108),白田邨瑞田樓 (SS108),白田邨瑞田楼 (SS108),22.335588,114.168822,
094457650286AA67,SHEK KIP MEI FIRE STATION (SS110),石硤尾消防局 (SS110),石硖尾消防局 (SS110),22.338766,114.166833,
9E16397100F502B9,CHAK YAN CENTRE (SS115),則仁中心 (SS115),则仁中心 (SS115),22.339973,114.166933,
121D3CCF6A82532F,SHEK KIP MEI PARK (SS116),石硤尾公園 (SS116),石硖尾公园 (SS116),22.339434,114.170165,
90DC2AE9EBAF2658,EDE ROAD (KC118),義德道 (KC118),义德道 (KC118),22.340149,114.178327,
4E037679702BBCBC,KAM SHING ROAD (KC620),金城道 (KC620),金城道 (KC620),22.339203,114.181225,
AEBDE6434969EED9,KA KEUNG COURT (WT100),嘉強苑 (WT100),嘉强苑 (WT100),22.340844,114.184982,
B1293E41AE9CB55F,WANG CHIU HOUSE (WT101),宏照樓 (WT101),宏照楼 (WT101),22.340757,114.187592,
0095D35FB96EC6DF,CHAK ON ESTATE BUS TERMINUS (SS910),澤安邨巴士總站 (SS910),泽安邨巴士总站 (SS910),22.340478,114.164610,
FDBA2A7F174E08F5,PAK TIN (NORTH) BUS TERMINUS (SS600),白田 (北) 巴士總站 (SS600),白田 (北) 巴士总站 (SS600),22.336429,114.168068,
930E7A721D133F71,BLOCK 9 PAK TIN ESTATE (SS602),白田邨第9座 (SS602),白田邨第9座 (SS602),22.336923,114.165405,
75832B86D4FA0C91,Pak Tin Public Transport Interchange (SS901),白田巴士總站 (SS901),白田巴士总站 (SS901),22.336188,114.165914,
13757F4073A660F5,MEI YICK HOUSE SHEK KIP MEI ESTATE (SS126),石硤尾邨美益樓 (SS126),石硖尾邨美益楼 (SS126),22.334410,114.165061,
598CB8743A812BCC,SHEK KIP MEI SHOPPING CENTRE (SS130),石硤尾商場 (SS130),石硖尾商场 (SS130),22.331741,114.166081,
90C3A9DB72F244DE,SHEK KIP MEI STATION (SS136),石硤尾站 (SS136),石硖尾站 (SS136),22.331837,114.167987,
